KEY,zh-CN
returntomastiff,回到"獒犬"身边
returnthecircuitstothelifters*,重新给起重机通电.
return,返回
retrievethevipandextractsafely,回收VIP并安全撤离
retrievethevipandescape,回收VIP并摆脱敌人
retrievethesldftechnologyandescape,回收星际联盟防卫军技术并摆脱敌人
retrievethescientistandescape,回收科学家并摆脱敌人
retrievethememorycoreandescape,回收记忆核并摆脱敌人
retrievethedropshipscargoandescape,回收空投艇的货物并摆脱敌人
retrievethedataandextractsafely,回收数据并安全撤离
retrievetheagentandescape,回收特工并摆脱敌人
retrievethe{team_emp*factiondef*demonym}vipandescape,回收{TEAM_EMP.FactionDef.Demonym}VIP并摆脱敌人
retrieveoperativesandbiologicalsamplesandescape,回收行动人员和生化样本并摆脱敌人
retrieve{team_emp*factiondef*shortname}sdouble-crossingscientistandescape,回收{TEAM_EMP.FactionDef.ShortName}的叛徒科学家并摆脱敌人
retreatedfrombattlefieldafterachievingoneobjective*moderatelosses*,完成一项任务目标后从战场撤退. 遭受中等损失.
retreat,撤退
resultset,结果集
result,结果
restricteduntildebtpaid,债务偿清前受到限制
restrictcardgamestobarracks*,约束在营房打牌的行为.
restrain{tgt_mw*callsign}immediately*,立即制止{TGT_MW.Callsign}.
restorethedefaultsettingsfor{0}?thiswillsavethesechanges*,将{0}恢复默认设置吗? 这会保存这些变化.
restoredefaults,恢复默认值
restorationmission:tyrlonattack,光复运动任务: 进攻蒂拉隆
restorationmission:smithondefense,光复运动任务: 防守史密森
restorationmission:smithonattack,光复运动任务: 进攻史密森
restorationmission:panzyrdefense,光复运动任务: 防守潘济尔
restorationmission:panzyrattack,光复运动任务: 进攻潘济尔
restorationmission:itromattack,光复运动任务: 进攻伊特罗姆
restorationmission,光复运动任务
restorationdropship,光复运动空投艇
restandrecreation,休整并进行娱乐活动
resolvegenerationincreased,生成的决心增加
resolve{0},决心{0}
resolve,决心
resolution,分辨率
resolute,坚决
reserved,已后备
reserveall,后备所有单位
reserve,后备
resend,重发
rescue,营救
requirement,要求
requirefulllance,需要满编小队
reputationwarning:{0},声望警告: {0}
reputationupdate:{0},声望升级: {0}
reputationgain:,获得声望:
reputation:honored,声望: 荣幸
reputation:,声望: 
reputation,声望
repulse,里帕尔斯
reprimand{tgt_mw*callsign}fortamperingwiththeargo*,为篡改阿尔戈号的事训斥{TGT_MW.Callsign}.
reprimand{tgt_mw*callsign}forslacking*,因懈怠训斥{TGT_MW.Callsign}.
reploss,声望减少
replacethefancontrollers*,更换风扇控制器.
repairmedbaywithoutashipwidepowershutdown*,修理医务室但不关闭全船电力.
replace,替换
repairscaffolding,维修脚手架
repair,修复
renown,瑞诺恩
renfield,伦菲尔德
rendezvouswiththeroyalguard,与王家卫队会合
removedtags,移除特征
removecomponent,移除部件
remove50extraheat*,额外消除50点热量.
remove,移除
remind{tgt_mw*obj}thatsnotamechwarriorsjob*,提醒{TGT_MW.Obj}那并不是机甲战士的工作.
remind{tgt_mw*callsign}that{tgt_mw*subj}canstargazefromthelow-gpool*,提醒{TGT_MW.Callsign}{TGT_MW.SUBJ}可以在低重力泳池进行观星.
remind{tgt_mw*callsign}of{tgt_mw*det}training*,提醒{TGT_MW.Callsign}{TGT_MW.Det}训练.
remember^thatbaseisourpayday^andour{team_emp*factiondef*demonym}employerswantitintact*goodhunting^commander*oliveiraout*,记住 那座基地就是我们的发薪日 同时我们的{TEAM_EMP.FactionDef.Demonym}雇主要求它完好无损. 猎杀愉快 指挥官. 奥利维拉完毕.
remainingdamage,剩余伤害
release{tgt_mw*callsign}from{tgt_mw*det}contract*,解除{TGT_MW.Det}{TGT_MW.Callsign}合约.
watchwhathappens*,观察事态的发展.
uptoyouifyouwanttocleanuptheotherunits;theresabonusinitifwedo*goodluck;oliveiraout*,你来决定是否要清理其它单位; 如果我们这么做的话就会获得奖金. 祝你好运; 奥利维拉完毕.
thiscouldgetugly*commander^priorityoneistokeepthemawayfromthebase*oliveiraout*,情况要变得糟糕起来了. 指挥官 首要目标就是让他们远离基地. 奥利维拉完毕.
takethetargetout^andgettotheevaczone*oliveiraout*,消灭目标 然后到撤离区域去. 奥利维拉完毕.
stayalert^commander*oliveiraout*,保持警惕 指挥官. 奥利维拉完毕.
bestofluck^commander*oliveiraout*,祝你好运 指挥官. 奥利维拉完毕.
reinforcementsarrivingin:,援军抵达还有: 
reinforced,加固
regulus,雷古勒斯
regisroost,里吉斯鲁斯特
refusethetradeoffers*,拒绝交易的要约.
refusethesearchandpaythefine*,拒绝搜查并支付罚款.
reflection,反射
refer{tgt_mw*callsign}tothemedtechs*,指点{TGT_MW.Callsign}向医疗技师求助.
redroost,红栖
redhare,赤兔
recreation,娱乐
recovery,回收
recoverthevipsassistantbysecuringthesecondarydesignatedarea*,占领次要指定区域来回收VIP的助手.
recoverthevipsassistantbysecuringthesecondarydesignatedarea,占领次要指定区域来回收VIP的助手
recoverthevipbysecuringthedesignatedarea*,占领指定区域来回收VIP.
recoverthevipbysecuringthedesignatedarea,占领指定区域来回收VIP
recoverthetvipsassistantbysecuringthesecondarydesignatedarea,占领次要指定区域来回收VIP的助手
recoverthesldftechbysecuringthelocation,占领该地点来回收星际联盟防卫军技术
recoverthesecondaryassetbysecuringthesecondarydesignatedarea,占领次要指定区域来回收第二项资产
recoverthescientistbysecuringthedesignatedarea,占领指定区域来回收科学家
recoverthepirateagentbysecuringthesecondarydesignatedarea*,占领次要指定区域来回收海盗的特工.
recoverthepaintersmasterpiecebysecuringthesecondarydesignatedarea,占领次要指定区域来回收画家的名作
recoverthepainterbysecuringthedesignatedarea,占领指定区域来回收画家
recoverthememorycorebysecuringthelocation,占领该地点来回收记忆核
recovertheholoviddatabysecuringthedesignatedarea*,占领指定区域来回收全息影视数据.
recoverthedatabysecuringthesecondaryfacility,占领次要目标设施来回收数据
recoverthecargobysecuringthefacility,占领整个设施来回收货仓
recovertheagentbysecuringthefacility,占领整个设施来回收特工
recoverlordalexandermadeira,救出亚历山大·马德拉领主
recoveralexandersdata,回收亚历山大的数据
recontheconvoysroute,侦察车队的路线
reconhasprovidedthegeneralvicinityofthediplomat*,侦察确认了外交官大致就在附近.
recommendthat{tgt_mw*callsign}refit{tgt_mw*det}mechs*,推荐{TGT_MW.Callsign}改造{TGT_MW.Det}机甲.
recklesssuccess,鲁莽的成功
reckless,鲁莽
recaptureemployersminingplatforms,夺回雇主的采矿平台
rebellious+lowmorale,桀骜不驯+士气低下
rebellious,桀骜不驯
reassurethecouple*,让那对情侣安心.
reassurehim*,让他安心.
reassure{tgt_mw*callsign}*,让{TGT_MW.Callsign}安心.
rearattack,背后攻击
rear,背面
readyingmech-{0},正在准备机甲- {0}
readying,正在准备
ready,准备
rawlingsstabilitrak5gyro,罗林斯"稳定循迹"5型陀螺仪
rawlingsstabilitrak15gyro,罗林斯"稳定循迹"15型陀螺仪
rawlingsstabilitrak10gyro,罗林斯"稳定循迹"10型陀螺仪
rawlingsomicronlegmod,罗林斯"奥米克戎"腿部模块
rawlingsomegalegmod,罗林斯"欧米伽"腿部模块
rawlingsepsilonlegmod,罗林斯"厄普西隆"腿部模块
rank--,级别 --
rangefinder+++,测距仪 + + +
rangefinder++,测距仪 + +
rangefinder+,测距仪 +
rangefinder,测距仪
range:{0},射程: {0}
range,射程
randomlance,随机小队
randomizestartingmechs,初始机甲随机
rally,集结
quitwastingyourbreath*wevebothwaitedforthislongenough*cometome^cousinletsfinishthis*,别白费唇舌了 我们都等这一刻很久了. 来吧 表姐\u2014让我们做个了断吧.
quittingwillgenerateanironmanautosavethatoverwritestheprevioussave,退出会创建一个铁人模式自动存档 覆盖上一次存档
quitanyway,坚决退出
quillarfizz,奎拉气泡水
quillar,奎拉麦
quality,质量
qalzi,喀奥齐
pyrrhus,皮洛士
putthewarriortoworkinthemechbayforoneweek*,让机甲战士在机甲库里工作一周.
putoffreplenishingthemedicalsupplies*,推迟医疗用品的补充.
putitback,放回去
putastoptoit*,叫停.
putanendtothis*,结束此事.
put{tgt_mw*callsign}toworkforthecompany^insteadof{tgt_mw*refl}*,让{TGT_MW.Callsign}来为公司工作 而不是{TGT_MW.REFL}干.
put{tgt_mw*callsign}inchargeofentertainment*,让{TGT_MW.Callsign}负责娱乐.
pushyourselftowin*,逼自己赢.
pushthroughthemandfight!forthereach!,冲破他们战斗! <i>为了远邦</i>!
pulselaser,脉冲激光
pulltheemergencyshut-off*,拉下紧急关闭开关.
publiclydressdown{tgt_mw*callsign}*,当众训斥{TGT_MW.Callsign}.
providesa[inverse_amt]bonustounitinitiative*,提供额外[INVERSE_AMT]点单位主动权.
providesa[inverse_amt]bonustolanceinitiative*,提供额外[INVERSE_AMT]点小队主动权.
providesa[amt]penaltytoallattacksagainstthisunit*,向所有对该单位的攻击提供[AMT]的惩罚.
providesa[amt]bonustoactionsthatgenerateresolve*,提供额外[AMT]点给生成决心的行为.
providesa[amt]bonustoactionsthatgeneratemorale*,提供[AMT]的奖励给生成士气的行为.
providegeneroussupportbutaskfortheholovidsinpayment*,提供慷慨的支持但要求用全息影视作为酬劳.
provide{tgt_mw*callsign}fundstobuytheequipment*,为{TGT_MW.Callsign}提供资金来购买这个设备.
prototypecoventrystarblade,考文垂"星刃"原型
prototypecomponentlimit:youcanonlyequipone{0}componentonthismech,原型部件限制: 你只能在这台机甲上装备一个{0}部件
prototype,原型
protectthespaceportscommandcenterfromthetaurianadvance,从金牛人的攻势下保护太空港的指挥中心
protecttherefinerycomplex,保护精炼厂建筑群
protecttheprimaryrefineryfacility,保护主要精炼设施
protectthekarosasdropships,保护卡罗萨斯家的空投艇
protecttheasset!itsunderattack!,保护资产! 它正受到攻击!
protectthatsecondaryasset^commander!itstakingfire!,保护那个次要资产 指挥官! 它正受到攻击!
protectconvoywhiledropshiparrives,在空投艇抵达时保护车队
protect{team_emp*factiondef*demonym}penalconvoyuntildropshiparrives,在空投艇抵达之前保护{TEAM_EMP.FactionDef.Demonym}押解车队
protect{team_emp*factiondef*demonym}penalconvoyduringembarkation,在{TEAM_EMP.FactionDef.Demonym}押解车队登机期间保护它们
propagandist,宣传员
prologueskip,跳过序章
project,项目
proceedtothedropship,前往空投艇
privacypolicy,隐私权政策
privacy,隐私
prisonisschoolforcriminals,监狱是罪犯的学校
prison,监狱
prioritizeprotectingthemedbay*,优先保护医务室.
prioritizeprotectingthemechbay*,优先保护机甲库.
prioritizeprotectingthebarracks*,优先保护营房.
primus,普赖默斯
securitysolutions,安全解决方案
security,安保
securezonebravotorecoverthevipsassistant,拿下B区以回收VIP的助手
securethesecondaryfacilitytorescuetheoperatives,拿下次要设施以营救行动人员
securethemedicalconvoyrallypoint,拿下医疗车队的集结点
securethefacilitytocollectthesamplecases,拿下设施来搜集样本箱
securethecrashsite,拿下迫降点
securetheconvoyrallypoint,拿下车队的集结点
secure{team_emp*factiondef*demonym}convoyrallypoint,拿下{TEAM_EMP.FactionDef.Demonym}车队的集结点
secondplace,第二地点
secondgeneratordown*youvegotoneleft!,第二座发电站完了. 你还有一座要打!
secondary,次要的
scrub,清理
scratchthat^commander*orbitalimageryisshowingmultipleincominghostilecontacts*therearea*lot*ofthem*,算了 指挥官. 轨道图像显示有多个敌对接触正在接近. 有*许多*呢.
scratchonevip*weredonehere^commander*theclientisntgoingtobehappy*,敌人抓住一个VIP的话. 我们这儿就完了 指挥官. 客户不会高兴的.
scrappingcomponent,正在报废部件
scrapping,正在报废
scrapmech-{0},报废机甲 - {0}
scrapmech?,报废机甲?
scrapcomponent?,报废部件?
scrap,报废
scoutthewarehouses,侦察仓库
scouttheresearchstation,侦察研究站
scouttheresearchfacility,侦察研究设施
scouttheoutpost,侦察哨所
scoutthemilitaryoutpost,侦察军用哨所
scoutthefortress,侦察要塞
scoutthefactory,侦察工厂
scoutthefacility,侦察设施
scoutthedepot,侦察兵站
scoutthebioweaponstoragesite,侦察生物武器储存场
scoutthebattlemechfactory,侦察战斗机甲工厂
scoutthebase,侦察基地
score:{0}daysremaining,得分: 还有{0} 天
scope,范围
scar,创伤
savethreeammocrates,保住三处箱弹药
savethemforlater*,把它们留给以后使用.
savesixammocrates,保住六处箱弹药
sappersoutboundfortunnelbravo*yougetusthereinonepiece^andwellblowthattunneltohell*,工兵正离开前往B隧道. 你安全带我们到那儿 我们就会炸毁那条隧道.
sappersoutboundforpassbravo*yougetusthereinonepiece^andwellbringdownthatpass!,工兵正离开前往B山口. 你安全带我们到那儿 我们就会弄垮那道山口!
sappersareoutboundfortunnelalpha^commander*keepthebadguysoffofus^andwelldoourpart*newline,工兵正离开前往A隧道 指挥官. 请让坏蛋们远离我们 我们会完成我们的任务.\n
sappersareoutboundforpassalpha^commander*keepthebadguysoffofus^andwelldoourpart*,工兵正离开前往A山口 指挥官. 请让坏蛋们远离我们 我们会完成我们的任务.
sapperbravohere*imheadingintothepass*,工兵B队报到. 我正前往山口.
samuel,塞缪尔
samantha,萨曼莎
salvage%:,战利品 %: 
salvage,战利品
saladbar,自助沙拉台
saito,斋藤
safetiesdisengaged*,解除保险.
safeoutcome,安全的结果
safeoption,安全选项
safe,塞弗
runforit,赶快跑开
runaway*,逃跑.
rox,罗克斯
rollis,罗利斯
roguemechwarrior,恶棍机甲战士
rogerthat^ms*meyer*dr*murad^haveyouhadanyluckconnectingwithcastlenautilusscomputer?,收到 梅耶尔女士. 穆拉德博士 你能连上鹦鹉螺堡的电脑了吗?
rogerthat^meyer*dr*murad^yourteamiscleartoenterthederelict*,收到 梅耶尔. 穆拉德博士 你的队伍可以安全地进入这艘弃船了.
rogerthat^ladyaranoimmarkingthecoordinatesonyourmapnow*,收到 阿拉诺大人\u2014我现在在你的地图上标出了坐标.
rogerthat^ladyaranoillbethereinamoment*tellthelancetoprepareforextraction*,收到 阿拉诺大人\u2014我一会儿就到那儿. 叫小队准备撤离.
rodigo,罗迪戈
robsart,罗布萨特
right,右
revertthewholesystem*,还原整个系统.
revert,还原
reversible,可逆
reverse-moveataslowerspeedtoanearbylocation^andsetanewfacingforthismech*,以低速反向移动到附近地点 然后为该机甲设置一个新的朝向.
